"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"03/06/2023 16:45 - 03/06/2023 17:00","CTA|ES","21660.00","21695.00"
"03/06/2023 17:00 - 03/06/2023 17:15","CTA|ES","21540.00","21614.00"
"03/06/2023 17:15 - 03/06/2023 17:30","CTA|ES","21756.00","21648.00"
"03/06/2023 17:30 - 03/06/2023 17:45","CTA|ES","21840.00","21719.00"
"03/06/2023 17:45 - 03/06/2023 18:00","CTA|ES","21844.00","21821.00"
"03/06/2023 18:00 - 03/06/2023 18:15","CTA|ES","21848.00","21918.00"
"03/06/2023 18:15 - 03/06/2023 18:30","CTA|ES","21832.00","22064.00"
"03/06/2023 18:30 - 03/06/2023 18:45","CTA|ES","21844.00","22223.00"
"03/06/2023 18:45 - 03/06/2023 19:00","CTA|ES","22164.00","22390.00"
"03/06/2023 19:00 - 03/06/2023 19:15","CTA|ES","22272.00","22564.00"
"03/06/2023 19:15 - 03/06/2023 19:30","CTA|ES","22352.00","22729.00"
"03/06/2023 19:30 - 03/06/2023 19:45","CTA|ES","22348.00","22888.00"
"03/06/2023 19:45 - 03/06/2023 20:00","CTA|ES","22688.00","23054.00"
"03/06/2023 20:00 - 03/06/2023 20:15","CTA|ES","22940.00","23175.00"
"03/06/2023 20:15 - 03/06/2023 20:30","CTA|ES","23240.00","23407.00"
"03/06/2023 20:30 - 03/06/2023 20:45","CTA|ES","23328.00","23687.00"
"03/06/2023 20:45 - 03/06/2023 21:00","CTA|ES","23640.00","23977.00"
"03/06/2023 21:00 - 03/06/2023 21:15","CTA|ES","23772.00","24427.00"
"03/06/2023 21:15 - 03/06/2023 21:30","CTA|ES","23976.00","24599.00"
"03/06/2023 21:30 - 03/06/2023 21:45","CTA|ES","24260.00","24647.00"
"03/06/2023 21:45 - 03/06/2023 22:00","CTA|ES","24528.00","24573.00"
"03/06/2023 22:00 - 03/06/2023 22:15","CTA|ES","24580.00","24580.00"
"03/06/2023 22:15 - 03/06/2023 22:30","CTA|ES","24420.00","24292.00"
"03/06/2023 22:30 - 03/06/2023 22:45","CTA|ES","24148.00","23917.00"
"03/06/2023 22:45 - 03/06/2023 23:00","CTA|ES","23740.00","23479.00"
"03/06/2023 23:00 - 03/06/2023 23:15","CTA|ES","23276.00","23020.00"
"03/06/2023 23:15 - 03/06/2023 23:30","CTA|ES","22680.00","22538.00"
"03/06/2023 23:30 - 03/06/2023 23:45","CTA|ES","22288.00","22072.00"
"03/06/2023 23:45 - 04/06/2023 00:00","CTA|ES","21924.00","21630.00"
"04/06/2023 00:00 - 04/06/2023 00:15","CTA|ES","21600.00","21287.00"
"04/06/2023 00:15 - 04/06/2023 00:30","CTA|ES","20984.00","20919.00"
"04/06/2023 00:30 - 04/06/2023 00:45","CTA|ES","20888.00","20566.00"
"04/06/2023 00:45 - 04/06/2023 01:00","CTA|ES","20600.00","20233.00"
"04/06/2023 01:00 - 04/06/2023 01:15","CTA|ES","20404.00","19873.00"
"04/06/2023 01:15 - 04/06/2023 01:30","CTA|ES","19992.00","19595.00"
"04/06/2023 01:30 - 04/06/2023 01:45","CTA|ES","19696.00","19350.00"
"04/06/2023 01:45 - 04/06/2023 02:00","CTA|ES","19412.00","19134.00"
"04/06/2023 02:00 - 04/06/2023 02:15","CTA|ES","19360.00","18910.00"
"04/06/2023 02:15 - 04/06/2023 02:30","CTA|ES","18968.00","18739.00"
"04/06/2023 02:30 - 04/06/2023 02:45","CTA|ES","18768.00","18584.00"
"04/06/2023 02:45 - 04/06/2023 03:00","CTA|ES","18696.00","18444.00"
"04/06/2023 03:00 - 04/06/2023 03:15","CTA|ES","18544.00","18292.00"
"04/06/2023 03:15 - 04/06/2023 03:30","CTA|ES","18408.00","18181.00"
"04/06/2023 03:30 - 04/06/2023 03:45","CTA|ES","18280.00","18083.00"
"04/06/2023 03:45 - 04/06/2023 04:00","CTA|ES","18316.00","18002.00"
"04/06/2023 04:00 - 04/06/2023 04:15","CTA|ES","18176.00","17899.00"
"04/06/2023 04:15 - 04/06/2023 04:30","CTA|ES","18060.00","17858.00"
"04/06/2023 04:30 - 04/06/2023 04:45","CTA|ES","18076.00","17837.00"
"04/06/2023 04:45 - 04/06/2023 05:00","CTA|ES","18112.00","17833.00"
"04/06/2023 05:00 - 04/06/2023 05:15","CTA|ES","17924.00","17839.00"
"04/06/2023 05:15 - 04/06/2023 05:30","CTA|ES","17964.00","17848.00"
"04/06/2023 05:30 - 04/06/2023 05:45","CTA|ES","18016.00","17853.00"
"04/06/2023 05:45 - 04/06/2023 06:00","CTA|ES","17924.00","17851.00"
"04/06/2023 06:00 - 04/06/2023 06:15","CTA|ES","18020.00","17864.00"
"04/06/2023 06:15 - 04/06/2023 06:30","CTA|ES","18168.00","17831.00"
"04/06/2023 06:30 - 04/06/2023 06:45","CTA|ES","18008.00","17783.00"
"04/06/2023 06:45 - 04/06/2023 07:00","CTA|ES","17904.00","17735.00"
"04/06/2023 07:00 - 04/06/2023 07:15","CTA|ES","17668.00","17609.00"
"04/06/2023 07:15 - 04/06/2023 07:30","CTA|ES","17712.00","17632.00"
"04/06/2023 07:30 - 04/06/2023 07:45","CTA|ES","17872.00","17718.00"
"04/06/2023 07:45 - 04/06/2023 08:00","CTA|ES","17952.00","17865.00"
"04/06/2023 08:00 - 04/06/2023 08:15","CTA|ES","18044.00","17988.00"
"04/06/2023 08:15 - 04/06/2023 08:30","CTA|ES","18356.00","18234.00"
"04/06/2023 08:30 - 04/06/2023 08:45","CTA|ES","18520.00","18517.00"
"04/06/2023 08:45 - 04/06/2023 09:00","CTA|ES","18700.00","18823.00"
"04/06/2023 09:00 - 04/06/2023 09:15","CTA|ES","18920.00","19175.00"
"04/06/2023 09:15 - 04/06/2023 09:30","CTA|ES","19404.00","19477.00"
"04/06/2023 09:30 - 04/06/2023 09:45","CTA|ES","19660.00","19755.00"
"04/06/2023 09:45 - 04/06/2023 10:00","CTA|ES","19868.00","20002.00"
"04/06/2023 10:00 - 04/06/2023 10:15","CTA|ES","20300.00","20300.00"
"04/06/2023 10:15 - 04/06/2023 10:30","CTA|ES","20328.00","20470.00"
"04/06/2023 10:30 - 04/06/2023 10:45","CTA|ES","20528.00","20598.00"
"04/06/2023 10:45 - 04/06/2023 11:00","CTA|ES","20812.00","20691.00"
"04/06/2023 11:00 - 04/06/2023 11:15","CTA|ES","20812.00","20775.00"
"04/06/2023 11:15 - 04/06/2023 11:30","CTA|ES","20852.00","20834.00"
"04/06/2023 11:30 - 04/06/2023 11:45","CTA|ES","20968.00","20894.00"
"04/06/2023 11:45 - 04/06/2023 12:00","CTA|ES","20840.00","20961.00"
"04/06/2023 12:00 - 04/06/2023 12:15","CTA|ES","20864.00","21002.00"
"04/06/2023 12:15 - 04/06/2023 12:30","CTA|ES","20924.00","21106.00"
"04/06/2023 12:30 - 04/06/2023 12:45","CTA|ES","21056.00","21233.00"
"04/06/2023 12:45 - 04/06/2023 13:00","CTA|ES","20968.00","21373.00"
"04/06/2023 13:00 - 04/06/2023 13:15","CTA|ES","21008.00","21566.00"
"04/06/2023 13:15 - 04/06/2023 13:30","CTA|ES","21180.00","21681.00"
"04/06/2023 13:30 - 04/06/2023 13:45","CTA|ES","21448.00","21758.00"
"04/06/2023 13:45 - 04/06/2023 14:00","CTA|ES","21584.00","21782.00"
"04/06/2023 14:00 - 04/06/2023 14:15","CTA|ES","21800.00","21900.00"
"04/06/2023 14:15 - 04/06/2023 14:30","CTA|ES","21912.00","21774.00"
"04/06/2023 14:30 - 04/06/2023 14:45","CTA|ES","21908.00","21559.00"
"04/06/2023 14:45 - 04/06/2023 15:00","CTA|ES","21392.00","21284.00"
"04/06/2023 15:00 - 04/06/2023 15:15","CTA|ES","21036.00","20940.00"
"04/06/2023 15:15 - 04/06/2023 15:30","CTA|ES","21024.00","20660.00"
"04/06/2023 15:30 - 04/06/2023 15:45","CTA|ES","20896.00","20427.00"
"04/06/2023 15:45 - 04/06/2023 16:00","CTA|ES","20660.00","20246.00"
"04/06/2023 16:00 - 04/06/2023 16:15","CTA|ES","20500.00","20023.00"
"04/06/2023 16:15 - 04/06/2023 16:30","CTA|ES","20088.00","19940.00"
"04/06/2023 16:30 - 04/06/2023 16:45","CTA|ES","20108.00","19904.00"
"04/06/2023 16:45 - 04/06/2023 17:00","CTA|ES","20096.00","19908.00"
"04/06/2023 17:00 - 04/06/2023 17:15","CTA|ES","20144.00","19892.00"
"04/06/2023 17:15 - 04/06/2023 17:30","CTA|ES","20112.00","19963.00"
"04/06/2023 17:30 - 04/06/2023 17:45","CTA|ES","20184.00","20061.00"
"04/06/2023 17:45 - 04/06/2023 18:00","CTA|ES","20244.00","20181.00"
"04/06/2023 18:00 - 04/06/2023 18:15","CTA|ES","20540.00","20290.00"
"04/06/2023 18:15 - 04/06/2023 18:30","CTA|ES","20744.00","20447.00"
"04/06/2023 18:30 - 04/06/2023 18:45","CTA|ES","20740.00","20619.00"
"04/06/2023 18:45 - 04/06/2023 19:00","CTA|ES","20856.00","20810.00"
"04/06/2023 19:00 - 04/06/2023 19:15","CTA|ES","21156.00","20971.00"
"04/06/2023 19:15 - 04/06/2023 19:30","CTA|ES","21336.00","21213.00"
"04/06/2023 19:30 - 04/06/2023 19:45","CTA|ES","21320.00","21486.00"
"04/06/2023 19:45 - 04/06/2023 20:00","CTA|ES","21628.00","21786.00"
"04/06/2023 20:00 - 04/06/2023 20:15","CTA|ES","21924.00","22094.00"
"04/06/2023 20:15 - 04/06/2023 20:30","CTA|ES","22268.00","22434.00"
"04/06/2023 20:30 - 04/06/2023 20:45","CTA|ES","22452.00","22785.00"
"04/06/2023 20:45 - 04/06/2023 21:00","CTA|ES","22812.00","23128.00"
"04/06/2023 21:00 - 04/06/2023 21:15","CTA|ES","23152.00","23571.00"
"04/06/2023 21:15 - 04/06/2023 21:30","CTA|ES","23512.00","23838.00"
"04/06/2023 21:30 - 04/06/2023 21:45","CTA|ES","23804.00","24033.00"
"04/06/2023 21:45 - 04/06/2023 22:00","CTA|ES","24212.00","24131.00"
"04/06/2023 22:00 - 04/06/2023 22:15","CTA|ES","24496.00","24404.00"
"04/06/2023 22:15 - 04/06/2023 22:30","CTA|ES","24600.00","24227.00"
"04/06/2023 22:30 - 04/06/2023 22:45","CTA|ES","24520.00","23887.00"
"04/06/2023 22:45 - 04/06/2023 23:00","CTA|ES","24216.00","23432.00"
"04/06/2023 23:00 - 04/06/2023 23:15","CTA|ES","23608.00","22891.00"
"04/06/2023 23:15 - 04/06/2023 23:30","CTA|ES","23136.00","22395.00"
"04/06/2023 23:30 - 04/06/2023 23:45","CTA|ES","22820.00","21959.00"
"04/06/2023 23:45 - 05/06/2023 00:00","CTA|ES","22384.00","21577.00"
"05/06/2023 00:00 - 05/06/2023 00:15","CTA|ES","21756.00","21243.00"
"05/06/2023 00:15 - 05/06/2023 00:30","CTA|ES","21612.00","20898.00"
"05/06/2023 00:30 - 05/06/2023 00:45","CTA|ES","21172.00","20586.00"
"05/06/2023 00:45 - 05/06/2023 01:00","CTA|ES","20844.00","20302.00"
"05/06/2023 01:00 - 05/06/2023 01:15","CTA|ES","20296.00","20009.00"
"05/06/2023 01:15 - 05/06/2023 01:30","CTA|ES","20144.00","19770.00"
"05/06/2023 01:30 - 05/06/2023 01:45","CTA|ES","19796.00","19550.00"
"05/06/2023 01:45 - 05/06/2023 02:00","CTA|ES","19532.00","19354.00"
"05/06/2023 02:00 - 05/06/2023 02:15","CTA|ES","19436.00","19118.00"
"05/06/2023 02:15 - 05/06/2023 02:30","CTA|ES","19284.00","18988.00"
"05/06/2023 02:30 - 05/06/2023 02:45","CTA|ES","19104.00","18897.00"
"05/06/2023 02:45 - 05/06/2023 03:00","CTA|ES","18972.00","18838.00"
"05/06/2023 03:00 - 05/06/2023 03:15","CTA|ES","18948.00","18783.00"
"05/06/2023 03:15 - 05/06/2023 03:30","CTA|ES","18864.00","18755.00"
"05/06/2023 03:30 - 05/06/2023 03:45","CTA|ES","18808.00","18729.00"
"05/06/2023 03:45 - 05/06/2023 04:00","CTA|ES","18704.00","18711.00"
"05/06/2023 04:00 - 05/06/2023 04:15","CTA|ES","18736.00","18647.00"
"05/06/2023 04:15 - 05/06/2023 04:30","CTA|ES","18720.00","18670.00"
"05/06/2023 04:30 - 05/06/2023 04:45","CTA|ES","18744.00","18727.00"
"05/06/2023 04:45 - 05/06/2023 05:00","CTA|ES","18856.00","18838.00"
"05/06/2023 05:00 - 05/06/2023 05:15","CTA|ES","18908.00","18837.00"
"05/06/2023 05:15 - 05/06/2023 05:30","CTA|ES","19208.00","19116.00"
"05/06/2023 05:30 - 05/06/2023 05:45","CTA|ES","19288.00","19502.00"
"05/06/2023 05:45 - 05/06/2023 06:00","CTA|ES","19560.00","19976.00"
"05/06/2023 06:00 - 05/06/2023 06:15","CTA|ES","19960.00","20493.00"
"05/06/2023 06:15 - 05/06/2023 06:30","CTA|ES","20944.00","21055.00"
"05/06/2023 06:30 - 05/06/2023 06:45","CTA|ES","21492.00","21620.00"
"05/06/2023 06:45 - 05/06/2023 07:00","CTA|ES","21916.00","22176.00"
"05/06/2023 07:00 - 05/06/2023 07:15","CTA|ES","22332.00","22809.00"
"05/06/2023 07:15 - 05/06/2023 07:30","CTA|ES","23108.00","23318.00"
"05/06/2023 07:30 - 05/06/2023 07:45","CTA|ES","23736.00","23788.00"
"05/06/2023 07:45 - 05/06/2023 08:00","CTA|ES","24416.00","24208.00"
"05/06/2023 08:00 - 05/06/2023 08:15","CTA|ES","24608.00","24720.00"
"05/06/2023 08:15 - 05/06/2023 08:30","CTA|ES","25172.00","25010.00"
"05/06/2023 08:30 - 05/06/2023 08:45","CTA|ES","25600.00","25224.00"
"05/06/2023 08:45 - 05/06/2023 09:00","CTA|ES","25736.00","25376.00"
"05/06/2023 09:00 - 05/06/2023 09:15","CTA|ES","26004.00","25525.00"
"05/06/2023 09:15 - 05/06/2023 09:30","CTA|ES","25992.00","25609.00"
"05/06/2023 09:30 - 05/06/2023 09:45","CTA|ES","25972.00","25683.00"
"05/06/2023 09:45 - 05/06/2023 10:00","CTA|ES","26056.00","25749.00"
"05/06/2023 10:00 - 05/06/2023 10:15","CTA|ES","26032.00","25831.00"
"05/06/2023 10:15 - 05/06/2023 10:30","CTA|ES","26144.00","25868.00"
"05/06/2023 10:30 - 05/06/2023 10:45","CTA|ES","26216.00","25887.00"
"05/06/2023 10:45 - 05/06/2023 11:00","CTA|ES","26316.00","25897.00"
"05/06/2023 11:00 - 05/06/2023 11:15","CTA|ES","26276.00","25882.00"
"05/06/2023 11:15 - 05/06/2023 11:30","CTA|ES","26424.00","25904.00"
"05/06/2023 11:30 - 05/06/2023 11:45","CTA|ES","26324.00","25946.00"
"05/06/2023 11:45 - 05/06/2023 12:00","CTA|ES","26464.00","26006.00"
"05/06/2023 12:00 - 05/06/2023 12:15","CTA|ES","26580.00","26063.00"
"05/06/2023 12:15 - 05/06/2023 12:30","CTA|ES","26544.00","26153.00"
"05/06/2023 12:30 - 05/06/2023 12:45","CTA|ES","26672.00","26251.00"
"05/06/2023 12:45 - 05/06/2023 13:00","CTA|ES","26740.00","26345.00"
"05/06/2023 13:00 - 05/06/2023 13:15","CTA|ES","26916.00","26495.00"
"05/06/2023 13:15 - 05/06/2023 13:30","CTA|ES","26860.00","26536.00"
"05/06/2023 13:30 - 05/06/2023 13:45","CTA|ES","27228.00","26532.00"
"05/06/2023 13:45 - 05/06/2023 14:00","CTA|ES","27220.00","26486.00"
"05/06/2023 14:00 - 05/06/2023 14:15","CTA|ES","27212.00","26456.00"
"05/06/2023 14:15 - 05/06/2023 14:30","CTA|ES","26936.00","26343.00"
"05/06/2023 14:30 - 05/06/2023 14:45","CTA|ES","27248.00","26208.00"
"05/06/2023 14:45 - 05/06/2023 15:00","CTA|ES","27120.00","26060.00"
"05/06/2023 15:00 - 05/06/2023 15:15","CTA|ES","26740.00","25881.00"
"05/06/2023 15:15 - 05/06/2023 15:30","CTA|ES","26760.00","25748.00"
"05/06/2023 15:30 - 05/06/2023 15:45","CTA|ES","26772.00","25638.00"
"05/06/2023 15:45 - 05/06/2023 16:00","CTA|ES","26488.00","25556.00"
"05/06/2023 16:00 - 05/06/2023 16:15","CTA|ES","26264.00","25441.00"
"05/06/2023 16:15 - 05/06/2023 16:30","CTA|ES","26472.00","25420.00"
"05/06/2023 16:30 - 05/06/2023 16:45","CTA|ES","26196.00","25430.00"
"05/06/2023 16:45 - 05/06/2023 17:00","CTA|ES","26400.00","25467.00"
"05/06/2023 17:00 - 05/06/2023 17:15","CTA|ES","26436.00","25502.00"
"05/06/2023 17:15 - 05/06/2023 17:30","CTA|ES","26424.00","25571.00"
"05/06/2023 17:30 - 05/06/2023 17:45","CTA|ES","26528.00","25646.00"
"05/06/2023 17:45 - 05/06/2023 18:00","CTA|ES","26584.00","25726.00"
"05/06/2023 18:00 - 05/06/2023 18:15","CTA|ES","26704.00","25800.00"
"05/06/2023 18:15 - 05/06/2023 18:30","CTA|ES","26728.00","25889.00"
"05/06/2023 18:30 - 05/06/2023 18:45","CTA|ES","26908.00","25982.00"
"05/06/2023 18:45 - 05/06/2023 19:00","CTA|ES","26860.00","26087.00"
"05/06/2023 19:00 - 05/06/2023 19:15","CTA|ES","27012.00","26156.00"
"05/06/2023 19:15 - 05/06/2023 19:30","CTA|ES","27148.00","26312.00"
"05/06/2023 19:30 - 05/06/2023 19:45","CTA|ES","27348.00","26503.00"
"05/06/2023 19:45 - 05/06/2023 20:00","CTA|ES","27464.00","26716.00"
"05/06/2023 20:00 - 05/06/2023 20:15","CTA|ES","27816.00","26976.00"
"05/06/2023 20:15 - 05/06/2023 20:30","CTA|ES","27964.00","27185.00"
"05/06/2023 20:30 - 05/06/2023 20:45","CTA|ES","28276.00","27367.00"
"05/06/2023 20:45 - 05/06/2023 21:00","CTA|ES","28328.00","27502.00"
"05/06/2023 21:00 - 05/06/2023 21:15","CTA|ES","28532.00","27758.00"
"05/06/2023 21:15 - 05/06/2023 21:30","CTA|ES","28428.00","27742.00"
"05/06/2023 21:30 - 05/06/2023 21:45","CTA|ES","28584.00","27621.00"
"05/06/2023 21:45 - 05/06/2023 22:00","CTA|ES","28544.00","27391.00"
"05/06/2023 22:00 - 05/06/2023 22:15","CTA|ES","28268.00","27275.00"
"05/06/2023 22:15 - 05/06/2023 22:30","CTA|ES","27696.00","26809.00"
"05/06/2023 22:30 - 05/06/2023 22:45","CTA|ES","27216.00","26232.00"
"05/06/2023 22:45 - 05/06/2023 23:00","CTA|ES","26724.00","25593.00"
"05/06/2023 23:00 - 05/06/2023 23:15","CTA|ES","25928.00","24834.00"
"05/06/2023 23:15 - 05/06/2023 23:30","CTA|ES","25480.00","24261.00"
"05/06/2023 23:30 - 05/06/2023 23:45","CTA|ES","24936.00","23794.00"
"05/06/2023 23:45 - 06/06/2023 00:00","CTA|ES","24404.00","23418.00"
"06/06/2023 00:00 - 06/06/2023 00:15","CTA|ES","23932.00","23529.00"
"06/06/2023 00:15 - 06/06/2023 00:30","CTA|ES","23724.00","23166.00"
"06/06/2023 00:30 - 06/06/2023 00:45","CTA|ES","23464.00","22818.00"
"06/06/2023 00:45 - 06/06/2023 01:00","CTA|ES","22980.00","22489.00"
"06/06/2023 01:00 - 06/06/2023 01:15","CTA|ES","22592.00","22135.00"
"06/06/2023 01:15 - 06/06/2023 01:30","CTA|ES","22296.00","21854.00"
"06/06/2023 01:30 - 06/06/2023 01:45","CTA|ES","22004.00","21602.00"
"06/06/2023 01:45 - 06/06/2023 02:00","CTA|ES","21824.00","21382.00"
"06/06/2023 02:00 - 06/06/2023 02:15","CTA|ES","21480.00","21124.00"
"06/06/2023 02:15 - 06/06/2023 02:30","CTA|ES","21192.00","20981.00"
"06/06/2023 02:30 - 06/06/2023 02:45","CTA|ES","21216.00","20878.00"
"06/06/2023 02:45 - 06/06/2023 03:00","CTA|ES","21108.00","20806.00"
"06/06/2023 03:00 - 06/06/2023 03:15","CTA|ES","21020.00","20742.00"
"06/06/2023 03:15 - 06/06/2023 03:30","CTA|ES","20968.00","20697.00"
"06/06/2023 03:30 - 06/06/2023 03:45","CTA|ES","20700.00","20652.00"
"06/06/2023 03:45 - 06/06/2023 04:00","CTA|ES","20772.00","20611.00"
"06/06/2023 04:00 - 06/06/2023 04:15","CTA|ES","20776.00","20524.00"
"06/06/2023 04:15 - 06/06/2023 04:30","CTA|ES","20860.00","20522.00"
"06/06/2023 04:30 - 06/06/2023 04:45","CTA|ES","20848.00","20556.00"
"06/06/2023 04:45 - 06/06/2023 05:00","CTA|ES","20716.00","20644.00"
"06/06/2023 05:00 - 06/06/2023 05:15","CTA|ES","20792.00","20617.00"
"06/06/2023 05:15 - 06/06/2023 05:30","CTA|ES","21100.00","20873.00"
"06/06/2023 05:30 - 06/06/2023 05:45","CTA|ES","21128.00","21237.00"
"06/06/2023 05:45 - 06/06/2023 06:00","CTA|ES","21208.00","21696.00"
"06/06/2023 06:00 - 06/06/2023 06:15","CTA|ES","21608.00","22162.00"
"06/06/2023 06:15 - 06/06/2023 06:30","CTA|ES","22524.00","22753.00"
"06/06/2023 06:30 - 06/06/2023 06:45","CTA|ES","22996.00","23380.00"
"06/06/2023 06:45 - 06/06/2023 07:00","CTA|ES","23228.00","24019.00"
"06/06/2023 07:00 - 06/06/2023 07:15","CTA|ES","23648.00","24775.00"
"06/06/2023 07:15 - 06/06/2023 07:30","CTA|ES","24432.00","25364.00"
"06/06/2023 07:30 - 06/06/2023 07:45","CTA|ES","25056.00","25891.00"
"06/06/2023 07:45 - 06/06/2023 08:00","CTA|ES","25432.00","26340.00"
"06/06/2023 08:00 - 06/06/2023 08:15","CTA|ES","25824.00","26907.00"
"06/06/2023 08:15 - 06/06/2023 08:30","CTA|ES","26504.00","27172.00"
"06/06/2023 08:30 - 06/06/2023 08:45","CTA|ES","27008.00","27335.00"
"06/06/2023 08:45 - 06/06/2023 09:00","CTA|ES","27208.00","27418.00"
"06/06/2023 09:00 - 06/06/2023 09:15","CTA|ES","27040.00","27471.00"
"06/06/2023 09:15 - 06/06/2023 09:30","CTA|ES","27120.00","27491.00"
"06/06/2023 09:30 - 06/06/2023 09:45","CTA|ES","27296.00","27521.00"
"06/06/2023 09:45 - 06/06/2023 10:00","CTA|ES","27332.00","27560.00"
"06/06/2023 10:00 - 06/06/2023 10:15","CTA|ES","27284.00","27609.00"
"06/06/2023 10:15 - 06/06/2023 10:30","CTA|ES","27128.00","27647.00"
"06/06/2023 10:30 - 06/06/2023 10:45","CTA|ES","27048.00","27679.00"
"06/06/2023 10:45 - 06/06/2023 11:00","CTA|ES","27212.00","27707.00"
"06/06/2023 11:00 - 06/06/2023 11:15","CTA|ES","27348.00","27716.00"
"06/06/2023 11:15 - 06/06/2023 11:30","CTA|ES","27180.00","27760.00"
"06/06/2023 11:30 - 06/06/2023 11:45","CTA|ES","27544.00","27820.00"
"06/06/2023 11:45 - 06/06/2023 12:00","CTA|ES","27460.00","27896.00"
"06/06/2023 12:00 - 06/06/2023 12:15","CTA|ES","27364.00","27973.00"
"06/06/2023 12:15 - 06/06/2023 12:30","CTA|ES","27444.00","28068.00"
"06/06/2023 12:30 - 06/06/2023 12:45","CTA|ES","27524.00","28167.00"
"06/06/2023 12:45 - 06/06/2023 13:00","CTA|ES","27504.00","28258.00"
"06/06/2023 13:00 - 06/06/2023 13:15","CTA|ES","27496.00","28400.00"
"06/06/2023 13:15 - 06/06/2023 13:30","CTA|ES","27664.00","28440.00"
"06/06/2023 13:30 - 06/06/2023 13:45","CTA|ES","27804.00","28439.00"
"06/06/2023 13:45 - 06/06/2023 14:00","CTA|ES","27692.00","28399.00"
"06/06/2023 14:00 - 06/06/2023 14:15","CTA|ES","27572.00","28373.00"
"06/06/2023 14:15 - 06/06/2023 14:30","CTA|ES","27360.00","28274.00"
"06/06/2023 14:30 - 06/06/2023 14:45","CTA|ES","27492.00","28156.00"
"06/06/2023 14:45 - 06/06/2023 15:00","CTA|ES","27224.00","28029.00"
"06/06/2023 15:00 - 06/06/2023 15:15","CTA|ES","27020.00","27871.00"
"06/06/2023 15:15 - 06/06/2023 15:30","CTA|ES","26924.00","27759.00"
"06/06/2023 15:30 - 06/06/2023 15:45","CTA|ES","26744.00","27671.00"
"06/06/2023 15:45 - 06/06/2023 16:00","CTA|ES","26696.00","27611.00"
"06/06/2023 16:00 - 06/06/2023 16:15","CTA|ES","26604.00","27515.00"
"06/06/2023 16:15 - 06/06/2023 16:30","CTA|ES","26636.00","27522.00"
"06/06/2023 16:30 - 06/06/2023 16:45","CTA|ES","26752.00","27563.00"
"06/06/2023 16:45 - 06/06/2023 17:00","CTA|ES","26660.00","27628.00"
"06/06/2023 17:00 - 06/06/2023 17:15","CTA|ES","26796.00","27718.00"
"06/06/2023 17:15 - 06/06/2023 17:30","CTA|ES","26944.00","27789.00"
"06/06/2023 17:30 - 06/06/2023 17:45","CTA|ES","26952.00","27846.00"
"06/06/2023 17:45 - 06/06/2023 18:00","CTA|ES","27140.00","27893.00"
"06/06/2023 18:00 - 06/06/2023 18:15","CTA|ES","27300.00","27922.00"
"06/06/2023 18:15 - 06/06/2023 18:30","CTA|ES","27472.00","27971.00"
"06/06/2023 18:30 - 06/06/2023 18:45","CTA|ES","27592.00","28032.00"
"06/06/2023 18:45 - 06/06/2023 19:00","CTA|ES","27512.00","28109.00"
"06/06/2023 19:00 - 06/06/2023 19:15","CTA|ES","27536.00","28163.00"
"06/06/2023 19:15 - 06/06/2023 19:30","CTA|ES","27696.00","28284.00"
"06/06/2023 19:30 - 06/06/2023 19:45","CTA|ES","27764.00","28429.00"
"06/06/2023 19:45 - 06/06/2023 20:00","CTA|ES","28020.00","28588.00"
"06/06/2023 20:00 - 06/06/2023 20:15","CTA|ES","28288.00","28794.00"
"06/06/2023 20:15 - 06/06/2023 20:30","CTA|ES","28516.00","28937.00"
"06/06/2023 20:30 - 06/06/2023 20:45","CTA|ES","28636.00","29050.00"
"06/06/2023 20:45 - 06/06/2023 21:00","CTA|ES","28832.00","29111.00"
"06/06/2023 21:00 - 06/06/2023 21:15","CTA|ES","29104.00","29306.00"
"06/06/2023 21:15 - 06/06/2023 21:30","CTA|ES","29204.00","29191.00"
"06/06/2023 21:30 - 06/06/2023 21:45","CTA|ES","29212.00","28960.00"
"06/06/2023 21:45 - 06/06/2023 22:00","CTA|ES","29092.00","28618.00"
"06/06/2023 22:00 - 06/06/2023 22:15","CTA|ES","28932.00","28343.00"
"06/06/2023 22:15 - 06/06/2023 22:30","CTA|ES","28360.00","27812.00"
"06/06/2023 22:30 - 06/06/2023 22:45","CTA|ES","27940.00","27212.00"
"06/06/2023 22:45 - 06/06/2023 23:00","CTA|ES","27320.00","26578.00"
"06/06/2023 23:00 - 06/06/2023 23:15","CTA|ES","26744.00","25864.00"
"06/06/2023 23:15 - 06/06/2023 23:30","CTA|ES","26148.00","25288.00"
"06/06/2023 23:30 - 06/06/2023 23:45","CTA|ES","25340.00","24792.00"
"06/06/2023 23:45 - 07/06/2023 00:00","CTA|ES","24632.00","24363.00"
"07/06/2023 00:00 - 07/06/2023 00:15","CTA|ES","24204.00","24279.00"
"07/06/2023 00:15 - 07/06/2023 00:30","CTA|ES","24164.00","23889.00"
"07/06/2023 00:30 - 07/06/2023 00:45","CTA|ES","23972.00","23515.00"
"07/06/2023 00:45 - 07/06/2023 01:00","CTA|ES","23532.00","23162.00"
"07/06/2023 01:00 - 07/06/2023 01:15","CTA|ES","23228.00","22777.00"
"07/06/2023 01:15 - 07/06/2023 01:30","CTA|ES","22728.00","22487.00"
"07/06/2023 01:30 - 07/06/2023 01:45","CTA|ES","22584.00","22233.00"
