"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"14/01/2022 07:00 - 14/01/2022 08:00","CTA|ES","31749.00","31797.00"
"14/01/2022 08:00 - 14/01/2022 09:00","CTA|ES","34282.00","34096.00"
"14/01/2022 09:00 - 14/01/2022 10:00","CTA|ES","35235.00","34783.00"
"14/01/2022 10:00 - 14/01/2022 11:00","CTA|ES","35819.00","35220.00"
"14/01/2022 11:00 - 14/01/2022 12:00","CTA|ES","35437.00","34936.00"
"14/01/2022 12:00 - 14/01/2022 13:00","CTA|ES","35217.00","34610.00"
"14/01/2022 13:00 - 14/01/2022 14:00","CTA|ES","34804.00","34440.00"
"14/01/2022 14:00 - 14/01/2022 15:00","CTA|ES","34217.00","33873.00"
"14/01/2022 15:00 - 14/01/2022 16:00","CTA|ES","33144.00","33003.00"
"14/01/2022 16:00 - 14/01/2022 17:00","CTA|ES","32839.00","32626.00"
"14/01/2022 17:00 - 14/01/2022 18:00","CTA|ES","32980.00","32771.00"
"14/01/2022 18:00 - 14/01/2022 19:00","CTA|ES","34386.00","34403.00"
"14/01/2022 19:00 - 14/01/2022 20:00","CTA|ES","35497.00","35577.00"
"14/01/2022 20:00 - 14/01/2022 21:00","CTA|ES","35627.00","36050.00"
"14/01/2022 21:00 - 14/01/2022 22:00","CTA|ES","34654.00","34675.00"
"14/01/2022 22:00 - 14/01/2022 23:00","CTA|ES","31967.00","31696.00"
"14/01/2022 23:00 - 15/01/2022 00:00","CTA|ES","29403.00","28968.00"
"15/01/2022 00:00 - 15/01/2022 01:00","CTA|ES","27798.00","27531.00"
"15/01/2022 01:00 - 15/01/2022 02:00","CTA|ES","25801.00","25569.00"
"15/01/2022 02:00 - 15/01/2022 03:00","CTA|ES","24289.00","24196.00"
"15/01/2022 03:00 - 15/01/2022 04:00","CTA|ES","23561.00","23336.00"
"15/01/2022 04:00 - 15/01/2022 05:00","CTA|ES","23196.00","22966.00"
"15/01/2022 05:00 - 15/01/2022 06:00","CTA|ES","23109.00","22993.00"
"15/01/2022 06:00 - 15/01/2022 07:00","CTA|ES","23648.00","23927.00"
"15/01/2022 07:00 - 15/01/2022 08:00","CTA|ES","25212.00","25469.00"
"15/01/2022 08:00 - 15/01/2022 09:00","CTA|ES","26854.00","27023.00"
"15/01/2022 09:00 - 15/01/2022 10:00","CTA|ES","29216.00","29539.00"
"15/01/2022 10:00 - 15/01/2022 11:00","CTA|ES","30864.00","31373.00"
"15/01/2022 11:00 - 15/01/2022 12:00","CTA|ES","30880.00","31525.00"
"15/01/2022 12:00 - 15/01/2022 13:00","CTA|ES","30391.00","31205.00"
"15/01/2022 13:00 - 15/01/2022 14:00","CTA|ES","30378.00","31268.00"
"15/01/2022 14:00 - 15/01/2022 15:00","CTA|ES","29999.00","31013.00"
"15/01/2022 15:00 - 15/01/2022 16:00","CTA|ES","28900.00","29696.00"
"15/01/2022 16:00 - 15/01/2022 17:00","CTA|ES","28285.00","28974.00"
"15/01/2022 17:00 - 15/01/2022 18:00","CTA|ES","28395.00","29075.00"
"15/01/2022 18:00 - 15/01/2022 19:00","CTA|ES","30611.00","30948.00"
"15/01/2022 19:00 - 15/01/2022 20:00","CTA|ES","31987.00","32250.00"
"15/01/2022 20:00 - 15/01/2022 21:00","CTA|ES","32619.00","32657.00"
"15/01/2022 21:00 - 15/01/2022 22:00","CTA|ES","32464.00","32290.00"
"15/01/2022 22:00 - 15/01/2022 23:00","CTA|ES","30290.00","30100.00"
"15/01/2022 23:00 - 16/01/2022 00:00","CTA|ES","27917.00","27760.00"
"16/01/2022 00:00 - 16/01/2022 01:00","CTA|ES","25904.00","25973.00"
"16/01/2022 01:00 - 16/01/2022 02:00","CTA|ES","24031.00","23994.00"
"16/01/2022 02:00 - 16/01/2022 03:00","CTA|ES","22647.00","22529.00"
"16/01/2022 03:00 - 16/01/2022 04:00","CTA|ES","21876.00","21719.00"
"16/01/2022 04:00 - 16/01/2022 05:00","CTA|ES","21482.00","21351.00"
"16/01/2022 05:00 - 16/01/2022 06:00","CTA|ES","21513.00","21329.00"
"16/01/2022 06:00 - 16/01/2022 07:00","CTA|ES","21984.00","21859.00"
"16/01/2022 07:00 - 16/01/2022 08:00","CTA|ES","22725.00","22760.00"
"16/01/2022 08:00 - 16/01/2022 09:00","CTA|ES","23430.00","23536.00"
"16/01/2022 09:00 - 16/01/2022 10:00","CTA|ES","25557.00","25472.00"
"16/01/2022 10:00 - 16/01/2022 11:00","CTA|ES","27535.00","27415.00"
"16/01/2022 11:00 - 16/01/2022 12:00","CTA|ES","28260.00","28062.00"
"16/01/2022 12:00 - 16/01/2022 13:00","CTA|ES","28140.00","28175.00"
"16/01/2022 13:00 - 16/01/2022 14:00","CTA|ES","28600.00","28653.00"
"16/01/2022 14:00 - 16/01/2022 15:00","CTA|ES","28662.00","28757.00"
"16/01/2022 15:00 - 16/01/2022 16:00","CTA|ES","27476.00","27509.00"
"16/01/2022 16:00 - 16/01/2022 17:00","CTA|ES","26821.00","26839.00"
"16/01/2022 17:00 - 16/01/2022 18:00","CTA|ES","26841.00","27072.00"
"16/01/2022 18:00 - 16/01/2022 19:00","CTA|ES","29284.00","29507.00"
"16/01/2022 19:00 - 16/01/2022 20:00","CTA|ES","31522.00","31287.00"
"16/01/2022 20:00 - 16/01/2022 21:00","CTA|ES","32496.00","32433.00"
"16/01/2022 21:00 - 16/01/2022 22:00","CTA|ES","32252.00","32170.00"
"16/01/2022 22:00 - 16/01/2022 23:00","CTA|ES","30518.00","30125.00"
"16/01/2022 23:00 - 17/01/2022 00:00","CTA|ES","27753.00","27543.00"
"17/01/2022 00:00 - 17/01/2022 01:00","CTA|ES","25349.00","25533.00"
"17/01/2022 01:00 - 17/01/2022 02:00","CTA|ES","23671.00","23832.00"
"17/01/2022 02:00 - 17/01/2022 03:00","CTA|ES","22793.00","22784.00"
"17/01/2022 03:00 - 17/01/2022 04:00","CTA|ES","22555.00","22337.00"
"17/01/2022 04:00 - 17/01/2022 05:00","CTA|ES","22646.00","22400.00"
"17/01/2022 05:00 - 17/01/2022 06:00","CTA|ES","23511.00","23266.00"
"17/01/2022 06:00 - 17/01/2022 07:00","CTA|ES","26620.00","26440.00"
"17/01/2022 07:00 - 17/01/2022 08:00","CTA|ES","31345.00","31128.00"
"17/01/2022 08:00 - 17/01/2022 09:00","CTA|ES","33900.00","34080.00"
"17/01/2022 09:00 - 17/01/2022 10:00","CTA|ES","34758.00","35243.00"
"17/01/2022 10:00 - 17/01/2022 11:00","CTA|ES","35113.00","35822.00"
"17/01/2022 11:00 - 17/01/2022 12:00","CTA|ES","34896.00","35645.00"
"17/01/2022 12:00 - 17/01/2022 13:00","CTA|ES","34600.00","35359.00"
"17/01/2022 13:00 - 17/01/2022 14:00","CTA|ES","34828.00","35209.00"
"17/01/2022 14:00 - 17/01/2022 15:00","CTA|ES","34234.00","34636.00"
"17/01/2022 15:00 - 17/01/2022 16:00","CTA|ES","33478.00","33903.00"
"17/01/2022 16:00 - 17/01/2022 17:00","CTA|ES","33241.00","33627.00"
"17/01/2022 17:00 - 17/01/2022 18:00","CTA|ES","33495.00","33763.00"
"17/01/2022 18:00 - 17/01/2022 19:00","CTA|ES","35083.00","35436.00"
"17/01/2022 19:00 - 17/01/2022 20:00","CTA|ES","36637.00","36876.00"
"17/01/2022 20:00 - 17/01/2022 21:00","CTA|ES","37064.00","37218.00"
"17/01/2022 21:00 - 17/01/2022 22:00","CTA|ES","35863.00","36146.00"
"17/01/2022 22:00 - 17/01/2022 23:00","CTA|ES","32645.00","32960.00"
"17/01/2022 23:00 - 18/01/2022 00:00","CTA|ES","29424.00","29745.00"
"18/01/2022 00:00 - 18/01/2022 01:00","CTA|ES","27824.00","27617.00"
"18/01/2022 01:00 - 18/01/2022 02:00","CTA|ES","26008.00","25787.00"
"18/01/2022 02:00 - 18/01/2022 03:00","CTA|ES","24935.00","24724.00"
"18/01/2022 03:00 - 18/01/2022 04:00","CTA|ES","24480.00","24371.00"
"18/01/2022 04:00 - 18/01/2022 05:00","CTA|ES","24407.00","24306.00"
"18/01/2022 05:00 - 18/01/2022 06:00","CTA|ES","25001.00","25009.00"
"18/01/2022 06:00 - 18/01/2022 07:00","CTA|ES","27860.00","27703.00"
"18/01/2022 07:00 - 18/01/2022 08:00","CTA|ES","32423.00","32200.00"
"18/01/2022 08:00 - 18/01/2022 09:00","CTA|ES","35017.00","34659.00"
"18/01/2022 09:00 - 18/01/2022 10:00","CTA|ES","36089.00","35448.00"
"18/01/2022 10:00 - 18/01/2022 11:00","CTA|ES","36448.00","35788.00"
"18/01/2022 11:00 - 18/01/2022 12:00","CTA|ES","35991.00","35480.00"
"18/01/2022 12:00 - 18/01/2022 13:00","CTA|ES","35679.00","35168.00"
"18/01/2022 13:00 - 18/01/2022 14:00","CTA|ES","35381.00","35165.00"
"18/01/2022 14:00 - 18/01/2022 15:00","CTA|ES","34638.00","34560.00"
"18/01/2022 15:00 - 18/01/2022 16:00","CTA|ES","33809.00","33826.00"
"18/01/2022 16:00 - 18/01/2022 17:00","CTA|ES","33472.00","33569.00"
"18/01/2022 17:00 - 18/01/2022 18:00","CTA|ES","33672.00","33811.00"
"18/01/2022 18:00 - 18/01/2022 19:00","CTA|ES","35195.00","35494.00"
"18/01/2022 19:00 - 18/01/2022 20:00","CTA|ES","36916.00","37069.00"
"18/01/2022 20:00 - 18/01/2022 21:00","CTA|ES","37324.00","37586.00"
"18/01/2022 21:00 - 18/01/2022 22:00","CTA|ES","36150.00","36334.00"
"18/01/2022 22:00 - 18/01/2022 23:00","CTA|ES","33007.00","33150.00"
"18/01/2022 23:00 - 19/01/2022 00:00","CTA|ES","29637.00","29962.00"
"19/01/2022 00:00 - 19/01/2022 01:00","CTA|ES","27837.00","27939.00"
"19/01/2022 01:00 - 19/01/2022 02:00","CTA|ES","26000.00","26078.00"
"19/01/2022 02:00 - 19/01/2022 03:00","CTA|ES","24803.00","25010.00"
"19/01/2022 03:00 - 19/01/2022 04:00","CTA|ES","24385.00","24528.00"
"19/01/2022 04:00 - 19/01/2022 05:00","CTA|ES","24315.00","24452.00"
"19/01/2022 05:00 - 19/01/2022 06:00","CTA|ES","24927.00","25066.00"
"19/01/2022 06:00 - 19/01/2022 07:00","CTA|ES","27903.00","27883.00"
"19/01/2022 07:00 - 19/01/2022 08:00","CTA|ES","32439.00","32318.00"
"19/01/2022 08:00 - 19/01/2022 09:00","CTA|ES","35077.00","34922.00"
"19/01/2022 09:00 - 19/01/2022 10:00","CTA|ES","35994.00","35978.00"
"19/01/2022 10:00 - 19/01/2022 11:00","CTA|ES","36606.00","36324.00"
"19/01/2022 11:00 - 19/01/2022 12:00","CTA|ES","36184.00","35978.00"
"19/01/2022 12:00 - 19/01/2022 13:00","CTA|ES","35889.00","35631.00"
"19/01/2022 13:00 - 19/01/2022 14:00","CTA|ES","35575.00","35498.00"
"19/01/2022 14:00 - 19/01/2022 15:00","CTA|ES","34885.00","34854.00"
"19/01/2022 15:00 - 19/01/2022 16:00","CTA|ES","33991.00","34061.00"
"19/01/2022 16:00 - 19/01/2022 17:00","CTA|ES","33614.00","33745.00"
"19/01/2022 17:00 - 19/01/2022 18:00","CTA|ES","33743.00","33913.00"
"19/01/2022 18:00 - 19/01/2022 19:00","CTA|ES","35447.00","35497.00"
"19/01/2022 19:00 - 19/01/2022 20:00","CTA|ES","37151.00","37107.00"
"19/01/2022 20:00 - 19/01/2022 21:00","CTA|ES","37705.00","37394.00"
"19/01/2022 21:00 - 19/01/2022 22:00","CTA|ES","36444.00","36153.00"
"19/01/2022 22:00 - 19/01/2022 23:00","CTA|ES","33240.00","33038.00"
"19/01/2022 23:00 - 20/01/2022 00:00","CTA|ES","29941.00","29795.00"
"20/01/2022 00:00 - 20/01/2022 01:00","CTA|ES","28210.00","27796.00"
"20/01/2022 01:00 - 20/01/2022 02:00","CTA|ES","26303.00","25997.00"
"20/01/2022 02:00 - 20/01/2022 03:00","CTA|ES","25023.00","24775.00"
"20/01/2022 03:00 - 20/01/2022 04:00","CTA|ES","24563.00","24374.00"
"20/01/2022 04:00 - 20/01/2022 05:00","CTA|ES","24428.00","24277.00"
"20/01/2022 05:00 - 20/01/2022 06:00","CTA|ES","25019.00","24895.00"
"20/01/2022 06:00 - 20/01/2022 07:00","CTA|ES","28082.00","27723.00"
"20/01/2022 07:00 - 20/01/2022 08:00","CTA|ES","32484.00","32099.00"
"20/01/2022 08:00 - 20/01/2022 09:00","CTA|ES","34998.00","34640.00"
"20/01/2022 09:00 - 20/01/2022 10:00","CTA|ES","35869.00","35481.00"
"20/01/2022 10:00 - 20/01/2022 11:00","CTA|ES","36262.00","35989.00"
"20/01/2022 11:00 - 20/01/2022 12:00","CTA|ES","35678.00","35654.00"
"20/01/2022 12:00 - 20/01/2022 13:00","CTA|ES","35216.00","35369.00"
"20/01/2022 13:00 - 20/01/2022 14:00","CTA|ES","34942.00","35299.00"
"20/01/2022 14:00 - 20/01/2022 15:00","CTA|ES","34391.00","34722.00"
"20/01/2022 15:00 - 20/01/2022 16:00","CTA|ES","33677.00","33901.00"
"20/01/2022 16:00 - 20/01/2022 17:00","CTA|ES","33476.00","33562.00"
"20/01/2022 17:00 - 20/01/2022 18:00","CTA|ES","33823.00","33683.00"
"20/01/2022 18:00 - 20/01/2022 19:00","CTA|ES","35358.00","35323.00"
"20/01/2022 19:00 - 20/01/2022 20:00","CTA|ES","37099.00","36872.00"
"20/01/2022 20:00 - 20/01/2022 21:00","CTA|ES","37649.00","37310.00"
"20/01/2022 21:00 - 20/01/2022 22:00","CTA|ES","36496.00","36131.00"
"20/01/2022 22:00 - 20/01/2022 23:00","CTA|ES","33375.00","33082.00"
"20/01/2022 23:00 - 21/01/2022 00:00","CTA|ES","30146.00","29749.00"
"21/01/2022 00:00 - 21/01/2022 01:00","CTA|ES","28275.00","28314.00"
"21/01/2022 01:00 - 21/01/2022 02:00","CTA|ES","26251.00","26457.00"
"21/01/2022 02:00 - 21/01/2022 03:00","CTA|ES","24979.00","25181.00"
"21/01/2022 03:00 - 21/01/2022 04:00","CTA|ES","24559.00","24681.00"
"21/01/2022 04:00 - 21/01/2022 05:00","CTA|ES","24415.00","24544.00"
"21/01/2022 05:00 - 21/01/2022 06:00","CTA|ES","24999.00","25193.00"
"21/01/2022 06:00 - 21/01/2022 07:00","CTA|ES","27928.00","28069.00"
"21/01/2022 07:00 - 21/01/2022 08:00","CTA|ES","32523.00","32498.00"
"21/01/2022 08:00 - 21/01/2022 09:00","CTA|ES","35070.00","35043.00"
"21/01/2022 09:00 - 21/01/2022 10:00","CTA|ES","36097.00","35992.00"
"21/01/2022 10:00 - 21/01/2022 11:00","CTA|ES","36361.00","36449.00"
"21/01/2022 11:00 - 21/01/2022 12:00","CTA|ES","35654.00","36078.00"
"21/01/2022 12:00 - 21/01/2022 13:00","CTA|ES","35099.00","35722.00"
"21/01/2022 13:00 - 21/01/2022 14:00","CTA|ES","34647.00","35468.00"
"21/01/2022 14:00 - 21/01/2022 15:00","CTA|ES","34002.00","34822.00"
"21/01/2022 15:00 - 21/01/2022 16:00","CTA|ES","33368.00","33890.00"
"21/01/2022 16:00 - 21/01/2022 17:00","CTA|ES","33068.00","33546.00"
"21/01/2022 17:00 - 21/01/2022 18:00","CTA|ES","33320.00","33741.00"
"21/01/2022 18:00 - 21/01/2022 19:00","CTA|ES","34793.00","35264.00"
"21/01/2022 19:00 - 21/01/2022 20:00","CTA|ES","36350.00","36646.00"
"21/01/2022 20:00 - 21/01/2022 21:00","CTA|ES","36666.00","37070.00"
"21/01/2022 21:00 - 21/01/2022 22:00","CTA|ES","35791.00","35842.00"
"21/01/2022 22:00 - 21/01/2022 23:00","CTA|ES","32851.00","32909.00"
"21/01/2022 23:00 - 22/01/2022 00:00","CTA|ES","29870.00","30066.00"
"22/01/2022 00:00 - 22/01/2022 01:00","CTA|ES","28291.00","28294.00"
"22/01/2022 01:00 - 22/01/2022 02:00","CTA|ES","26365.00","26139.00"
"22/01/2022 02:00 - 22/01/2022 03:00","CTA|ES","25041.00","24631.00"
"22/01/2022 03:00 - 22/01/2022 04:00","CTA|ES","24159.00","23835.00"
"22/01/2022 04:00 - 22/01/2022 05:00","CTA|ES","23771.00","23418.00"
"22/01/2022 05:00 - 22/01/2022 06:00","CTA|ES","23626.00","23357.00"
"22/01/2022 06:00 - 22/01/2022 07:00","CTA|ES","24160.00","24235.00"
"22/01/2022 07:00 - 22/01/2022 08:00","CTA|ES","25529.00","25832.00"
"22/01/2022 08:00 - 22/01/2022 09:00","CTA|ES","27165.00","27372.00"
"22/01/2022 09:00 - 22/01/2022 10:00","CTA|ES","29454.00","29830.00"
"22/01/2022 10:00 - 22/01/2022 11:00","CTA|ES","30687.00","31611.00"
"22/01/2022 11:00 - 22/01/2022 12:00","CTA|ES","31760.00","31646.00"
"22/01/2022 12:00 - 22/01/2022 13:00","CTA|ES","31479.00","31245.00"
"22/01/2022 13:00 - 22/01/2022 14:00","CTA|ES","31485.00","31340.00"
"22/01/2022 14:00 - 22/01/2022 15:00","CTA|ES","31236.00","31052.00"
"22/01/2022 15:00 - 22/01/2022 16:00","CTA|ES","30201.00","29934.00"
"22/01/2022 16:00 - 22/01/2022 17:00","CTA|ES","29405.00","29201.00"
"22/01/2022 17:00 - 22/01/2022 18:00","CTA|ES","29191.00","29300.00"
"22/01/2022 18:00 - 22/01/2022 19:00","CTA|ES","30811.00","31203.00"
"22/01/2022 19:00 - 22/01/2022 20:00","CTA|ES","32306.00","32704.00"
"22/01/2022 20:00 - 22/01/2022 21:00","CTA|ES","33011.00","33486.00"
"22/01/2022 21:00 - 22/01/2022 22:00","CTA|ES","32892.00","33149.00"
"22/01/2022 22:00 - 22/01/2022 23:00","CTA|ES","30802.00","30961.00"
"22/01/2022 23:00 - 23/01/2022 00:00","CTA|ES","28412.00","28547.00"
"23/01/2022 00:00 - 23/01/2022 01:00","CTA|ES","26330.00","26383.00"
"23/01/2022 01:00 - 23/01/2022 02:00","CTA|ES","24316.00","24367.00"
"23/01/2022 02:00 - 23/01/2022 03:00","CTA|ES","22918.00","22987.00"
"23/01/2022 03:00 - 23/01/2022 04:00","CTA|ES","22204.00","22146.00"
"23/01/2022 04:00 - 23/01/2022 05:00","CTA|ES","21939.00","21715.00"
"23/01/2022 05:00 - 23/01/2022 06:00","CTA|ES","21924.00","21663.00"
"23/01/2022 06:00 - 23/01/2022 07:00","CTA|ES","22207.00","22237.00"
"23/01/2022 07:00 - 23/01/2022 08:00","CTA|ES","22975.00","23112.00"
"23/01/2022 08:00 - 23/01/2022 09:00","CTA|ES","23681.00","23866.00"
"23/01/2022 09:00 - 23/01/2022 10:00","CTA|ES","25835.00","25812.00"
"23/01/2022 10:00 - 23/01/2022 11:00","CTA|ES","28092.00","27738.00"
"23/01/2022 11:00 - 23/01/2022 12:00","CTA|ES","29068.00","28701.00"
"23/01/2022 12:00 - 23/01/2022 13:00","CTA|ES","29116.00","28727.00"
"23/01/2022 13:00 - 23/01/2022 14:00","CTA|ES","29615.00","29256.00"
"23/01/2022 14:00 - 23/01/2022 15:00","CTA|ES","29684.00","29328.00"
"23/01/2022 15:00 - 23/01/2022 16:00","CTA|ES","28440.00","28145.00"
"23/01/2022 16:00 - 23/01/2022 17:00","CTA|ES","27836.00","27409.00"
"23/01/2022 17:00 - 23/01/2022 18:00","CTA|ES","27751.00","27451.00"
"23/01/2022 18:00 - 23/01/2022 19:00","CTA|ES","29689.00","29614.00"
"23/01/2022 19:00 - 23/01/2022 20:00","CTA|ES","31702.00","31621.00"
"23/01/2022 20:00 - 23/01/2022 21:00","CTA|ES","32853.00","32858.00"
"23/01/2022 21:00 - 23/01/2022 22:00","CTA|ES","32650.00","32614.00"
"23/01/2022 22:00 - 23/01/2022 23:00","CTA|ES","30805.00","30729.00"
"23/01/2022 23:00 - 24/01/2022 00:00","CTA|ES","28166.00","28024.00"
"24/01/2022 00:00 - 24/01/2022 01:00","CTA|ES","26021.00","25841.00"
"24/01/2022 01:00 - 24/01/2022 02:00","CTA|ES","24475.00","24076.00"
"24/01/2022 02:00 - 24/01/2022 03:00","CTA|ES","23485.00","23017.00"
"24/01/2022 03:00 - 24/01/2022 04:00","CTA|ES","23056.00","22614.00"
"24/01/2022 04:00 - 24/01/2022 05:00","CTA|ES","23115.00","22738.00"
"24/01/2022 05:00 - 24/01/2022 06:00","CTA|ES","23986.00","23620.00"
"24/01/2022 06:00 - 24/01/2022 07:00","CTA|ES","27268.00","26709.00"
"24/01/2022 07:00 - 24/01/2022 08:00","CTA|ES","31891.00","31344.00"
"24/01/2022 08:00 - 24/01/2022 09:00","CTA|ES","34694.00","34131.00"
"24/01/2022 09:00 - 24/01/2022 10:00","CTA|ES","35846.00","35302.00"
"24/01/2022 10:00 - 24/01/2022 11:00","CTA|ES","36539.00","35882.00"
"24/01/2022 11:00 - 24/01/2022 12:00","CTA|ES","36402.00","35752.00"
"24/01/2022 12:00 - 24/01/2022 13:00","CTA|ES","36253.00","35371.00"
"24/01/2022 13:00 - 24/01/2022 14:00","CTA|ES","36145.00","35260.00"
"24/01/2022 14:00 - 24/01/2022 15:00","CTA|ES","35584.00","34740.00"
"24/01/2022 15:00 - 24/01/2022 16:00","CTA|ES","34858.00","34083.00"
"24/01/2022 16:00 - 24/01/2022 17:00","CTA|ES","34450.00","33800.00"
"24/01/2022 17:00 - 24/01/2022 18:00","CTA|ES","34416.00","33768.00"
"24/01/2022 18:00 - 24/01/2022 19:00","CTA|ES","35435.00","35072.00"
"24/01/2022 19:00 - 24/01/2022 20:00","CTA|ES","36779.00","36688.00"
"24/01/2022 20:00 - 24/01/2022 21:00","CTA|ES","37324.00","37229.00"
"24/01/2022 21:00 - 24/01/2022 22:00","CTA|ES","36032.00","36147.00"
"24/01/2022 22:00 - 24/01/2022 23:00","CTA|ES","32785.00","32935.00"
"24/01/2022 23:00 - 25/01/2022 00:00","CTA|ES","29553.00","29641.00"
"25/01/2022 00:00 - 25/01/2022 01:00","CTA|ES","27725.00","27948.00"
"25/01/2022 01:00 - 25/01/2022 02:00","CTA|ES","25899.00","26255.00"
"25/01/2022 02:00 - 25/01/2022 03:00","CTA|ES","24733.00","25037.00"
"25/01/2022 03:00 - 25/01/2022 04:00","CTA|ES","24199.00","24590.00"
"25/01/2022 04:00 - 25/01/2022 05:00","CTA|ES","24074.00","24525.00"
"25/01/2022 05:00 - 25/01/2022 06:00","CTA|ES","24791.00","25230.00"
"25/01/2022 06:00 - 25/01/2022 07:00","CTA|ES","27599.00","28056.00"
"25/01/2022 07:00 - 25/01/2022 08:00","CTA|ES","32018.00","32441.00"
"25/01/2022 08:00 - 25/01/2022 09:00","CTA|ES","34652.00","35010.00"
"25/01/2022 09:00 - 25/01/2022 10:00","CTA|ES","35656.00","35864.00"
"25/01/2022 10:00 - 25/01/2022 11:00","CTA|ES","36067.00","36192.00"
"25/01/2022 11:00 - 25/01/2022 12:00","CTA|ES","35722.00","35927.00"
"25/01/2022 12:00 - 25/01/2022 13:00","CTA|ES","35466.00","35480.00"
"25/01/2022 13:00 - 25/01/2022 14:00","CTA|ES","35343.00","35233.00"
"25/01/2022 14:00 - 25/01/2022 15:00","CTA|ES","34925.00","34662.00"
"25/01/2022 15:00 - 25/01/2022 16:00","CTA|ES","34096.00","33960.00"
"25/01/2022 16:00 - 25/01/2022 17:00","CTA|ES","33767.00","33614.00"
"25/01/2022 17:00 - 25/01/2022 18:00","CTA|ES","33695.00","33621.00"
"25/01/2022 18:00 - 25/01/2022 19:00","CTA|ES","34900.00","34884.00"
"25/01/2022 19:00 - 25/01/2022 20:00","CTA|ES","36447.00","36592.00"
"25/01/2022 20:00 - 25/01/2022 21:00","CTA|ES","37006.00","37152.00"
"25/01/2022 21:00 - 25/01/2022 22:00","CTA|ES","35786.00","35950.00"
"25/01/2022 22:00 - 25/01/2022 23:00","CTA|ES","32629.00","32806.00"
"25/01/2022 23:00 - 26/01/2022 00:00","CTA|ES","29338.00","29631.00"
"26/01/2022 00:00 - 26/01/2022 01:00","CTA|ES","27578.00","27694.00"
"26/01/2022 01:00 - 26/01/2022 02:00","CTA|ES","25748.00","25903.00"
"26/01/2022 02:00 - 26/01/2022 03:00","CTA|ES","24682.00","24729.00"
"26/01/2022 03:00 - 26/01/2022 04:00","CTA|ES","24115.00","24223.00"
"26/01/2022 04:00 - 26/01/2022 05:00","CTA|ES","24046.00","24169.00"
"26/01/2022 05:00 - 26/01/2022 06:00","CTA|ES","24748.00","24858.00"
"26/01/2022 06:00 - 26/01/2022 07:00","CTA|ES","27639.00","27657.00"
"26/01/2022 07:00 - 26/01/2022 08:00","CTA|ES","32072.00","32011.00"
"26/01/2022 08:00 - 26/01/2022 09:00","CTA|ES","34629.00","34549.00"
"26/01/2022 09:00 - 26/01/2022 10:00","CTA|ES","35660.00","35448.00"
"26/01/2022 10:00 - 26/01/2022 11:00","CTA|ES","36046.00","35766.00"
"26/01/2022 11:00 - 26/01/2022 12:00","CTA|ES","35605.00","35355.00"
"26/01/2022 12:00 - 26/01/2022 13:00","CTA|ES","35355.00","34962.00"
"26/01/2022 13:00 - 26/01/2022 14:00","CTA|ES","35213.00","34713.00"
"26/01/2022 14:00 - 26/01/2022 15:00","CTA|ES","34512.00","34227.00"
"26/01/2022 15:00 - 26/01/2022 16:00","CTA|ES","33751.00","33470.00"
"26/01/2022 16:00 - 26/01/2022 17:00","CTA|ES","33314.00","33141.00"
"26/01/2022 17:00 - 26/01/2022 18:00","CTA|ES","33535.00","33213.00"
"26/01/2022 18:00 - 26/01/2022 19:00","CTA|ES","34693.00","34681.00"
"26/01/2022 19:00 - 26/01/2022 20:00","CTA|ES","36435.00","36354.00"
"26/01/2022 20:00 - 26/01/2022 21:00","CTA|ES","36956.00","36921.00"
"26/01/2022 21:00 - 26/01/2022 22:00","CTA|ES","35741.00","35739.00"
"26/01/2022 22:00 - 26/01/2022 23:00","CTA|ES","32547.00","32577.00"
"26/01/2022 23:00 - 27/01/2022 00:00","CTA|ES","29256.00","29404.00"
"27/01/2022 00:00 - 27/01/2022 01:00","CTA|ES","27530.00","27497.00"
"27/01/2022 01:00 - 27/01/2022 02:00","CTA|ES","25797.00","25726.00"
"27/01/2022 02:00 - 27/01/2022 03:00","CTA|ES","24596.00","24629.00"
"27/01/2022 03:00 - 27/01/2022 04:00","CTA|ES","24061.00","24157.00"
"27/01/2022 04:00 - 27/01/2022 05:00","CTA|ES","24068.00","24079.00"
"27/01/2022 05:00 - 27/01/2022 06:00","CTA|ES","24733.00","24768.00"
"27/01/2022 06:00 - 27/01/2022 07:00","CTA|ES","27525.00","27602.00"
"27/01/2022 07:00 - 27/01/2022 08:00","CTA|ES","31919.00","31901.00"
"27/01/2022 08:00 - 27/01/2022 09:00","CTA|ES","34406.00","34328.00"
"27/01/2022 09:00 - 27/01/2022 10:00","CTA|ES","35329.00","35201.00"
"27/01/2022 10:00 - 27/01/2022 11:00","CTA|ES","35490.00","35548.00"
"27/01/2022 11:00 - 27/01/2022 12:00","CTA|ES","34971.00","35131.00"
"27/01/2022 12:00 - 27/01/2022 13:00","CTA|ES","34722.00","34707.00"
"27/01/2022 13:00 - 27/01/2022 14:00","CTA|ES","34386.00","34584.00"
"27/01/2022 14:00 - 27/01/2022 15:00","CTA|ES","33763.00","34125.00"
"27/01/2022 15:00 - 27/01/2022 16:00","CTA|ES","33031.00","33436.00"
"27/01/2022 16:00 - 27/01/2022 17:00","CTA|ES","32759.00","33107.00"
"27/01/2022 17:00 - 27/01/2022 18:00","CTA|ES","32859.00","33236.00"
"27/01/2022 18:00 - 27/01/2022 19:00","CTA|ES","34210.00","34537.00"
