"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"21/07/2022 04:00 - 21/07/2022 05:00","CTA|ES","25539.00","25551.50"
"21/07/2022 05:00 - 21/07/2022 06:00","CTA|ES","25741.00","25780.50"
"21/07/2022 06:00 - 21/07/2022 07:00","CTA|ES","27372.00","27444.00"
"21/07/2022 07:00 - 21/07/2022 08:00","CTA|ES","29241.00","29312.25"
"21/07/2022 08:00 - 21/07/2022 09:00","CTA|ES","30930.00","30841.50"
"21/07/2022 09:00 - 21/07/2022 10:00","CTA|ES","32818.00","32464.50"
"21/07/2022 10:00 - 21/07/2022 11:00","CTA|ES","34248.00","33563.50"
"21/07/2022 11:00 - 21/07/2022 12:00","CTA|ES","35153.00","34769.75"
"21/07/2022 12:00 - 21/07/2022 13:00","CTA|ES","36268.00","36001.25"
"21/07/2022 13:00 - 21/07/2022 14:00","CTA|ES","37206.00","36812.00"
"21/07/2022 14:00 - 21/07/2022 15:00","CTA|ES","37426.00","36924.75"
"21/07/2022 15:00 - 21/07/2022 16:00","CTA|ES","37115.00","36484.00"
"21/07/2022 16:00 - 21/07/2022 17:00","CTA|ES","36852.00","36397.75"
"21/07/2022 17:00 - 21/07/2022 18:00","CTA|ES","36837.00","36138.50"
"21/07/2022 18:00 - 21/07/2022 19:00","CTA|ES","36026.00","35468.75"
"21/07/2022 19:00 - 21/07/2022 20:00","CTA|ES","35514.00","34995.25"
"21/07/2022 20:00 - 21/07/2022 21:00","CTA|ES","34759.00","34363.75"
"21/07/2022 21:00 - 21/07/2022 22:00","CTA|ES","34210.00","33785.50"
"21/07/2022 22:00 - 21/07/2022 23:00","CTA|ES","33491.00","33144.25"
"21/07/2022 23:00 - 22/07/2022 00:00","CTA|ES","31282.00","30975.00"
"22/07/2022 00:00 - 22/07/2022 01:00","CTA|ES","30152.00","29823.75"
"22/07/2022 01:00 - 22/07/2022 02:00","CTA|ES","28423.00","27980.50"
"22/07/2022 02:00 - 22/07/2022 03:00","CTA|ES","27003.00","26743.25"
"22/07/2022 03:00 - 22/07/2022 04:00","CTA|ES","26381.00","26103.25"
"22/07/2022 04:00 - 22/07/2022 05:00","CTA|ES","26123.00","25771.25"
"22/07/2022 05:00 - 22/07/2022 06:00","CTA|ES","26297.00","25971.25"
"22/07/2022 06:00 - 22/07/2022 07:00","CTA|ES","28010.00","27535.50"
"22/07/2022 07:00 - 22/07/2022 08:00","CTA|ES","29672.00","29261.75"
"22/07/2022 08:00 - 22/07/2022 09:00","CTA|ES","31317.00","30811.75"
"22/07/2022 09:00 - 22/07/2022 10:00","CTA|ES","32889.00","32525.75"
"22/07/2022 10:00 - 22/07/2022 11:00","CTA|ES","34386.00","33882.00"
"22/07/2022 11:00 - 22/07/2022 12:00","CTA|ES","35654.00","34847.00"
"22/07/2022 12:00 - 22/07/2022 13:00","CTA|ES","36836.00","35839.25"
"22/07/2022 13:00 - 22/07/2022 14:00","CTA|ES","37461.00","36603.50"
"22/07/2022 14:00 - 22/07/2022 15:00","CTA|ES","37382.00","36646.25"
"22/07/2022 15:00 - 22/07/2022 16:00","CTA|ES","36800.00","36095.25"
"22/07/2022 16:00 - 22/07/2022 17:00","CTA|ES","36291.00","35855.75"
"22/07/2022 17:00 - 22/07/2022 18:00","CTA|ES","35919.00","35669.75"
"22/07/2022 18:00 - 22/07/2022 19:00","CTA|ES","35280.00","34986.75"
"22/07/2022 19:00 - 22/07/2022 20:00","CTA|ES","34712.00","34524.50"
"22/07/2022 20:00 - 22/07/2022 21:00","CTA|ES","33896.00","33729.50"
"22/07/2022 21:00 - 22/07/2022 22:00","CTA|ES","33038.00","32975.00"
"22/07/2022 22:00 - 22/07/2022 23:00","CTA|ES","32057.00","32321.50"
"22/07/2022 23:00 - 23/07/2022 00:00","CTA|ES","30012.00","30305.25"
"23/07/2022 00:00 - 23/07/2022 01:00","CTA|ES","29255.00","29137.25"
"23/07/2022 01:00 - 23/07/2022 02:00","CTA|ES","27381.00","27582.00"
"23/07/2022 02:00 - 23/07/2022 03:00","CTA|ES","25855.00","26178.75"
"23/07/2022 03:00 - 23/07/2022 04:00","CTA|ES","24885.00","25319.00"
"23/07/2022 04:00 - 23/07/2022 05:00","CTA|ES","24058.00","24832.75"
"23/07/2022 05:00 - 23/07/2022 06:00","CTA|ES","23644.00","24433.75"
"23/07/2022 06:00 - 23/07/2022 07:00","CTA|ES","23734.00","24421.00"
"23/07/2022 07:00 - 23/07/2022 08:00","CTA|ES","24017.00","24714.50"
"23/07/2022 08:00 - 23/07/2022 09:00","CTA|ES","25197.00","25983.75"
"23/07/2022 09:00 - 23/07/2022 10:00","CTA|ES","26986.00","27622.50"
"23/07/2022 10:00 - 23/07/2022 11:00","CTA|ES","28846.00","29465.00"
"23/07/2022 11:00 - 23/07/2022 12:00","CTA|ES","29845.00","30479.75"
"23/07/2022 12:00 - 23/07/2022 13:00","CTA|ES","30748.00","31299.50"
"23/07/2022 13:00 - 23/07/2022 14:00","CTA|ES","31586.00","32045.75"
"23/07/2022 14:00 - 23/07/2022 15:00","CTA|ES","31681.00","32111.75"
"23/07/2022 15:00 - 23/07/2022 16:00","CTA|ES","31419.00","31563.25"
"23/07/2022 16:00 - 23/07/2022 17:00","CTA|ES","31087.00","31088.75"
"23/07/2022 17:00 - 23/07/2022 18:00","CTA|ES","30821.00","30811.75"
"23/07/2022 18:00 - 23/07/2022 19:00","CTA|ES","30831.00","30745.50"
"23/07/2022 19:00 - 23/07/2022 20:00","CTA|ES","30964.00","30756.75"
"23/07/2022 20:00 - 23/07/2022 21:00","CTA|ES","30777.00","30522.25"
"23/07/2022 21:00 - 23/07/2022 22:00","CTA|ES","30706.00","30375.25"
"23/07/2022 22:00 - 23/07/2022 23:00","CTA|ES","30226.00","30029.25"
"23/07/2022 23:00 - 24/07/2022 00:00","CTA|ES","28566.00","28423.50"
"24/07/2022 00:00 - 24/07/2022 01:00","CTA|ES","27169.00","26929.50"
"24/07/2022 01:00 - 24/07/2022 02:00","CTA|ES","25615.00","25271.25"
"24/07/2022 02:00 - 24/07/2022 03:00","CTA|ES","24356.00","23987.75"
"24/07/2022 03:00 - 24/07/2022 04:00","CTA|ES","23441.00","23126.50"
"24/07/2022 04:00 - 24/07/2022 05:00","CTA|ES","22805.00","22576.00"
"24/07/2022 05:00 - 24/07/2022 06:00","CTA|ES","22538.00","22221.75"
"24/07/2022 06:00 - 24/07/2022 07:00","CTA|ES","22429.00","22068.50"
"24/07/2022 07:00 - 24/07/2022 08:00","CTA|ES","22062.00","21718.75"
"24/07/2022 08:00 - 24/07/2022 09:00","CTA|ES","22774.00","22355.50"
"24/07/2022 09:00 - 24/07/2022 10:00","CTA|ES","24177.00","23833.75"
"24/07/2022 10:00 - 24/07/2022 11:00","CTA|ES","25614.00","25621.25"
"24/07/2022 11:00 - 24/07/2022 12:00","CTA|ES","26629.00","26855.50"
"24/07/2022 12:00 - 24/07/2022 13:00","CTA|ES","27604.00","27888.75"
"24/07/2022 13:00 - 24/07/2022 14:00","CTA|ES","28625.00","29049.50"
"24/07/2022 14:00 - 24/07/2022 15:00","CTA|ES","29431.00","29736.25"
"24/07/2022 15:00 - 24/07/2022 16:00","CTA|ES","29359.00","29354.00"
"24/07/2022 16:00 - 24/07/2022 17:00","CTA|ES","29158.00","29047.50"
"24/07/2022 17:00 - 24/07/2022 18:00","CTA|ES","28986.00","28892.00"
"24/07/2022 18:00 - 24/07/2022 19:00","CTA|ES","29083.00","29030.75"
"24/07/2022 19:00 - 24/07/2022 20:00","CTA|ES","29275.00","29310.75"
"24/07/2022 20:00 - 24/07/2022 21:00","CTA|ES","29604.00","29523.25"
"24/07/2022 21:00 - 24/07/2022 22:00","CTA|ES","30227.00","30107.50"
"24/07/2022 22:00 - 24/07/2022 23:00","CTA|ES","30945.00","30771.75"
"24/07/2022 23:00 - 25/07/2022 00:00","CTA|ES","29507.00","29179.00"
"25/07/2022 00:00 - 25/07/2022 01:00","CTA|ES","27791.00","27875.25"
"25/07/2022 01:00 - 25/07/2022 02:00","CTA|ES","25879.00","26201.25"
"25/07/2022 02:00 - 25/07/2022 03:00","CTA|ES","24669.00","24982.00"
"25/07/2022 03:00 - 25/07/2022 04:00","CTA|ES","23927.00","24251.25"
"25/07/2022 04:00 - 25/07/2022 05:00","CTA|ES","23421.00","23785.50"
"25/07/2022 05:00 - 25/07/2022 06:00","CTA|ES","23620.00","24060.25"
"25/07/2022 06:00 - 25/07/2022 07:00","CTA|ES","25233.00","25768.00"
"25/07/2022 07:00 - 25/07/2022 08:00","CTA|ES","26704.00","27135.75"
"25/07/2022 08:00 - 25/07/2022 09:00","CTA|ES","28186.00","28552.75"
"25/07/2022 09:00 - 25/07/2022 10:00","CTA|ES","30133.00","30324.75"
"25/07/2022 10:00 - 25/07/2022 11:00","CTA|ES","31821.00","31627.25"
"25/07/2022 11:00 - 25/07/2022 12:00","CTA|ES","33147.00","32747.50"
"25/07/2022 12:00 - 25/07/2022 13:00","CTA|ES","34074.00","33803.50"
"25/07/2022 13:00 - 25/07/2022 14:00","CTA|ES","35029.00","34778.50"
"25/07/2022 14:00 - 25/07/2022 15:00","CTA|ES","35357.00","35171.50"
"25/07/2022 15:00 - 25/07/2022 16:00","CTA|ES","34873.00","34935.75"
"25/07/2022 16:00 - 25/07/2022 17:00","CTA|ES","34692.00","34757.75"
"25/07/2022 17:00 - 25/07/2022 18:00","CTA|ES","34404.00","34549.50"
"25/07/2022 18:00 - 25/07/2022 19:00","CTA|ES","33950.00","34051.25"
"25/07/2022 19:00 - 25/07/2022 20:00","CTA|ES","33522.00","33672.50"
"25/07/2022 20:00 - 25/07/2022 21:00","CTA|ES","33082.00","33389.75"
"25/07/2022 21:00 - 25/07/2022 22:00","CTA|ES","32920.00","33172.25"
"25/07/2022 22:00 - 25/07/2022 23:00","CTA|ES","32617.00","32676.25"
"25/07/2022 23:00 - 26/07/2022 00:00","CTA|ES","30807.00","30591.00"
"26/07/2022 00:00 - 26/07/2022 01:00","CTA|ES","29402.00","29300.50"
"26/07/2022 01:00 - 26/07/2022 02:00","CTA|ES","27650.00","27461.25"
"26/07/2022 02:00 - 26/07/2022 03:00","CTA|ES","26374.00","26178.00"
"26/07/2022 03:00 - 26/07/2022 04:00","CTA|ES","25586.00","25486.75"
"26/07/2022 04:00 - 26/07/2022 05:00","CTA|ES","25095.00","25047.25"
"26/07/2022 05:00 - 26/07/2022 06:00","CTA|ES","25236.00","25272.75"
"26/07/2022 06:00 - 26/07/2022 07:00","CTA|ES","26944.00","27165.75"
"26/07/2022 07:00 - 26/07/2022 08:00","CTA|ES","28956.00","29148.50"
"26/07/2022 08:00 - 26/07/2022 09:00","CTA|ES","30700.00","30804.75"
"26/07/2022 09:00 - 26/07/2022 10:00","CTA|ES","32372.00","32478.50"
"26/07/2022 10:00 - 26/07/2022 11:00","CTA|ES","33525.00","33825.50"
"26/07/2022 11:00 - 26/07/2022 12:00","CTA|ES","34668.00","34731.00"
"26/07/2022 12:00 - 26/07/2022 13:00","CTA|ES","35684.00","35792.50"
"26/07/2022 13:00 - 26/07/2022 14:00","CTA|ES","36519.00","36506.00"
"26/07/2022 14:00 - 26/07/2022 15:00","CTA|ES","36535.00","36539.00"
"26/07/2022 15:00 - 26/07/2022 16:00","CTA|ES","36181.00","36168.50"
"26/07/2022 16:00 - 26/07/2022 17:00","CTA|ES","35990.00","36014.50"
"26/07/2022 17:00 - 26/07/2022 18:00","CTA|ES","35685.00","35785.25"
"26/07/2022 18:00 - 26/07/2022 19:00","CTA|ES","35036.00","35251.75"
"26/07/2022 19:00 - 26/07/2022 20:00","CTA|ES","34620.00","34758.25"
"26/07/2022 20:00 - 26/07/2022 21:00","CTA|ES","33997.00","34112.00"
"26/07/2022 21:00 - 26/07/2022 22:00","CTA|ES","33620.00","33602.50"
"26/07/2022 22:00 - 26/07/2022 23:00","CTA|ES","32834.00","32739.50"
"26/07/2022 23:00 - 27/07/2022 00:00","CTA|ES","30628.00","30622.75"
"27/07/2022 00:00 - 27/07/2022 01:00","CTA|ES","29349.00","29480.75"
"27/07/2022 01:00 - 27/07/2022 02:00","CTA|ES","27729.00","27726.00"
"27/07/2022 02:00 - 27/07/2022 03:00","CTA|ES","26429.00","26423.25"
"27/07/2022 03:00 - 27/07/2022 04:00","CTA|ES","25669.00","25792.00"
"27/07/2022 04:00 - 27/07/2022 05:00","CTA|ES","25290.00","25397.00"
"27/07/2022 05:00 - 27/07/2022 06:00","CTA|ES","25509.00","25630.50"
"27/07/2022 06:00 - 27/07/2022 07:00","CTA|ES","27333.00","27349.00"
"27/07/2022 07:00 - 27/07/2022 08:00","CTA|ES","28958.00","29199.25"
"27/07/2022 08:00 - 27/07/2022 09:00","CTA|ES","30322.00","30884.00"
"27/07/2022 09:00 - 27/07/2022 10:00","CTA|ES","31851.00","32243.75"
"27/07/2022 10:00 - 27/07/2022 11:00","CTA|ES","33167.00","33441.50"
"27/07/2022 11:00 - 27/07/2022 12:00","CTA|ES","34060.00","34319.00"
"27/07/2022 12:00 - 27/07/2022 13:00","CTA|ES","34927.00","35356.75"
"27/07/2022 13:00 - 27/07/2022 14:00","CTA|ES","35534.00","36041.25"
"27/07/2022 14:00 - 27/07/2022 15:00","CTA|ES","35434.00","36004.25"
"27/07/2022 15:00 - 27/07/2022 16:00","CTA|ES","34855.00","35451.75"
"27/07/2022 16:00 - 27/07/2022 17:00","CTA|ES","34778.00","35324.75"
"27/07/2022 17:00 - 27/07/2022 18:00","CTA|ES","34587.00","35091.50"
"27/07/2022 18:00 - 27/07/2022 19:00","CTA|ES","33959.00","34532.50"
"27/07/2022 19:00 - 27/07/2022 20:00","CTA|ES","33568.00","34205.00"
"27/07/2022 20:00 - 27/07/2022 21:00","CTA|ES","32833.00","33722.25"
"27/07/2022 21:00 - 27/07/2022 22:00","CTA|ES","32435.00","33370.50"
"27/07/2022 22:00 - 27/07/2022 23:00","CTA|ES","31633.00","32436.00"
"27/07/2022 23:00 - 28/07/2022 00:00","CTA|ES","29579.00","30369.00"
"28/07/2022 00:00 - 28/07/2022 01:00","CTA|ES","28658.00","28410.50"
"28/07/2022 01:00 - 28/07/2022 02:00","CTA|ES","27093.00","26857.25"
"28/07/2022 02:00 - 28/07/2022 03:00","CTA|ES","25961.00","25678.25"
"28/07/2022 03:00 - 28/07/2022 04:00","CTA|ES","25330.00","25031.50"
"28/07/2022 04:00 - 28/07/2022 05:00","CTA|ES","25049.00","24680.75"
"28/07/2022 05:00 - 28/07/2022 06:00","CTA|ES","25328.00","24892.75"
"28/07/2022 06:00 - 28/07/2022 07:00","CTA|ES","27208.00","26573.00"
"28/07/2022 07:00 - 28/07/2022 08:00","CTA|ES","28946.00","28316.00"
"28/07/2022 08:00 - 28/07/2022 09:00","CTA|ES","30442.00","29750.25"
"28/07/2022 09:00 - 28/07/2022 10:00","CTA|ES","32026.00","31378.75"
"28/07/2022 10:00 - 28/07/2022 11:00","CTA|ES","33111.00","32644.50"
"28/07/2022 11:00 - 28/07/2022 12:00","CTA|ES","33973.00","33562.75"
"28/07/2022 12:00 - 28/07/2022 13:00","CTA|ES","34944.00","34501.75"
"28/07/2022 13:00 - 28/07/2022 14:00","CTA|ES","35616.00","35170.25"
"28/07/2022 14:00 - 28/07/2022 15:00","CTA|ES","35705.00","35094.00"
"28/07/2022 15:00 - 28/07/2022 16:00","CTA|ES","35236.00","34598.75"
"28/07/2022 16:00 - 28/07/2022 17:00","CTA|ES","35010.00","34473.00"
"28/07/2022 17:00 - 28/07/2022 18:00","CTA|ES","34622.00","34354.50"
"28/07/2022 18:00 - 28/07/2022 19:00","CTA|ES","34065.00","33839.25"
"28/07/2022 19:00 - 28/07/2022 20:00","CTA|ES","33645.00","33433.00"
"28/07/2022 20:00 - 28/07/2022 21:00","CTA|ES","33173.00","32886.75"
"28/07/2022 21:00 - 28/07/2022 22:00","CTA|ES","32843.00","32518.00"
"28/07/2022 22:00 - 28/07/2022 23:00","CTA|ES","32019.00","31756.25"
"28/07/2022 23:00 - 29/07/2022 00:00","CTA|ES","30129.00","29865.00"
"29/07/2022 00:00 - 29/07/2022 01:00","CTA|ES","29088.00","28824.75"
"29/07/2022 01:00 - 29/07/2022 02:00","CTA|ES","27605.00","27241.25"
"29/07/2022 02:00 - 29/07/2022 03:00","CTA|ES","26220.00","26016.25"
"29/07/2022 03:00 - 29/07/2022 04:00","CTA|ES","25477.00","25373.75"
"29/07/2022 04:00 - 29/07/2022 05:00","CTA|ES","25107.00","25011.50"
"29/07/2022 05:00 - 29/07/2022 06:00","CTA|ES","25464.00","25228.50"
"29/07/2022 06:00 - 29/07/2022 07:00","CTA|ES","27113.00","26932.00"
"29/07/2022 07:00 - 29/07/2022 08:00","CTA|ES","28929.00","28740.00"
"29/07/2022 08:00 - 29/07/2022 09:00","CTA|ES","30387.00","30265.25"
"29/07/2022 09:00 - 29/07/2022 10:00","CTA|ES","32060.00","31820.75"
"29/07/2022 10:00 - 29/07/2022 11:00","CTA|ES","33288.00","33100.75"
"29/07/2022 11:00 - 29/07/2022 12:00","CTA|ES","34033.00","34029.75"
"29/07/2022 12:00 - 29/07/2022 13:00","CTA|ES","34926.00","34936.50"
"29/07/2022 13:00 - 29/07/2022 14:00","CTA|ES","35479.00","35541.00"
"29/07/2022 14:00 - 29/07/2022 15:00","CTA|ES","35273.00","35406.75"
"29/07/2022 15:00 - 29/07/2022 16:00","CTA|ES","34586.00","34773.75"
"29/07/2022 16:00 - 29/07/2022 17:00","CTA|ES","34154.00","34542.50"
"29/07/2022 17:00 - 29/07/2022 18:00","CTA|ES","33946.00","34268.25"
"29/07/2022 18:00 - 29/07/2022 19:00","CTA|ES","33129.00","33779.50"
"29/07/2022 19:00 - 29/07/2022 20:00","CTA|ES","32651.00","33323.50"
"29/07/2022 20:00 - 29/07/2022 21:00","CTA|ES","31990.00","32662.75"
"29/07/2022 21:00 - 29/07/2022 22:00","CTA|ES","31534.00","32037.25"
"29/07/2022 22:00 - 29/07/2022 23:00","CTA|ES","30470.00","31227.00"
"29/07/2022 23:00 - 30/07/2022 00:00","CTA|ES","28541.00","29371.75"
"30/07/2022 00:00 - 30/07/2022 01:00","CTA|ES","27745.00","28144.25"
"30/07/2022 01:00 - 30/07/2022 02:00","CTA|ES","26420.00","26681.50"
"30/07/2022 02:00 - 30/07/2022 03:00","CTA|ES","25065.00","25324.50"
"30/07/2022 03:00 - 30/07/2022 04:00","CTA|ES","24264.00","24405.25"
"30/07/2022 04:00 - 30/07/2022 05:00","CTA|ES","23689.00","23806.75"
"30/07/2022 05:00 - 30/07/2022 06:00","CTA|ES","23279.00","23469.25"
"30/07/2022 06:00 - 30/07/2022 07:00","CTA|ES","23566.00","23498.50"
"30/07/2022 07:00 - 30/07/2022 08:00","CTA|ES","23530.00","23719.75"
"30/07/2022 08:00 - 30/07/2022 09:00","CTA|ES","24583.00","24937.00"
"30/07/2022 09:00 - 30/07/2022 10:00","CTA|ES","26420.00","26812.00"
"30/07/2022 10:00 - 30/07/2022 11:00","CTA|ES","28001.00","28438.50"
"30/07/2022 11:00 - 30/07/2022 12:00","CTA|ES","28861.00","29273.50"
"30/07/2022 12:00 - 30/07/2022 13:00","CTA|ES","29694.00","29955.50"
"30/07/2022 13:00 - 30/07/2022 14:00","CTA|ES","30458.00","30609.00"
"30/07/2022 14:00 - 30/07/2022 15:00","CTA|ES","30687.00","30580.75"
"30/07/2022 15:00 - 30/07/2022 16:00","CTA|ES","30484.00","30027.50"
"30/07/2022 16:00 - 30/07/2022 17:00","CTA|ES","30016.00","29573.50"
"30/07/2022 17:00 - 30/07/2022 18:00","CTA|ES","29664.00","29295.00"
"30/07/2022 18:00 - 30/07/2022 19:00","CTA|ES","29491.00","29202.00"
"30/07/2022 19:00 - 30/07/2022 20:00","CTA|ES","29317.00","29242.00"
"30/07/2022 20:00 - 30/07/2022 21:00","CTA|ES","29103.00","29188.00"
"30/07/2022 21:00 - 30/07/2022 22:00","CTA|ES","29324.00","29253.75"
"30/07/2022 22:00 - 30/07/2022 23:00","CTA|ES","28778.00","28866.75"
"30/07/2022 23:00 - 31/07/2022 00:00","CTA|ES","27379.00","27417.25"
"31/07/2022 00:00 - 31/07/2022 01:00","CTA|ES","25978.00","25898.75"
"31/07/2022 01:00 - 31/07/2022 02:00","CTA|ES","24626.00","24489.75"
"31/07/2022 02:00 - 31/07/2022 03:00","CTA|ES","23524.00","23246.50"
"31/07/2022 03:00 - 31/07/2022 04:00","CTA|ES","22470.00","22441.50"
"31/07/2022 04:00 - 31/07/2022 05:00","CTA|ES","21995.00","21927.50"
"31/07/2022 05:00 - 31/07/2022 06:00","CTA|ES","21808.00","21667.00"
"31/07/2022 06:00 - 31/07/2022 07:00","CTA|ES","21912.00","21662.75"
"31/07/2022 07:00 - 31/07/2022 08:00","CTA|ES","21472.00","21230.75"
"31/07/2022 08:00 - 31/07/2022 09:00","CTA|ES","21991.00","21795.50"
"31/07/2022 09:00 - 31/07/2022 10:00","CTA|ES","23443.00","23187.25"
"31/07/2022 10:00 - 31/07/2022 11:00","CTA|ES","24866.00","24802.00"
"31/07/2022 11:00 - 31/07/2022 12:00","CTA|ES","26036.00","25911.75"
"31/07/2022 12:00 - 31/07/2022 13:00","CTA|ES","26903.00","26849.25"
"31/07/2022 13:00 - 31/07/2022 14:00","CTA|ES","28036.00","27891.25"
"31/07/2022 14:00 - 31/07/2022 15:00","CTA|ES","28804.00","28552.00"
"31/07/2022 15:00 - 31/07/2022 16:00","CTA|ES","28539.00","28199.50"
"31/07/2022 16:00 - 31/07/2022 17:00","CTA|ES","28196.00","27786.50"
"31/07/2022 17:00 - 31/07/2022 18:00","CTA|ES","28101.00","27597.25"
"31/07/2022 18:00 - 31/07/2022 19:00","CTA|ES","28236.00","27696.25"
"31/07/2022 19:00 - 31/07/2022 20:00","CTA|ES","28526.00","27829.50"
"31/07/2022 20:00 - 31/07/2022 21:00","CTA|ES","28698.00","28074.75"
"31/07/2022 21:00 - 31/07/2022 22:00","CTA|ES","29569.00","28971.25"
"31/07/2022 22:00 - 31/07/2022 23:00","CTA|ES","29954.00","29384.50"
"31/07/2022 23:00 - 01/08/2022 00:00","CTA|ES","28272.00","27915.50"
"01/08/2022 00:00 - 01/08/2022 01:00","CTA|ES","26380.00","26754.00"
"01/08/2022 01:00 - 01/08/2022 02:00","CTA|ES","24744.00","25179.25"
"01/08/2022 02:00 - 01/08/2022 03:00","CTA|ES","23641.00","24045.25"
"01/08/2022 03:00 - 01/08/2022 04:00","CTA|ES","22947.00","23289.00"
"01/08/2022 04:00 - 01/08/2022 05:00","CTA|ES","22692.00","23010.25"
"01/08/2022 05:00 - 01/08/2022 06:00","CTA|ES","23157.00","23430.75"
"01/08/2022 06:00 - 01/08/2022 07:00","CTA|ES","25211.00","25469.75"
"01/08/2022 07:00 - 01/08/2022 08:00","CTA|ES","26961.00","27358.00"
"01/08/2022 08:00 - 01/08/2022 09:00","CTA|ES","28865.00","29131.00"
"01/08/2022 09:00 - 01/08/2022 10:00","CTA|ES","30681.00","31103.75"
"01/08/2022 10:00 - 01/08/2022 11:00","CTA|ES","32369.00","32586.00"
"01/08/2022 11:00 - 01/08/2022 12:00","CTA|ES","33522.00","33755.25"
"01/08/2022 12:00 - 01/08/2022 13:00","CTA|ES","34511.00","34769.25"
"01/08/2022 13:00 - 01/08/2022 14:00","CTA|ES","35514.00","35735.50"
"01/08/2022 14:00 - 01/08/2022 15:00","CTA|ES","35723.00","36007.25"
"01/08/2022 15:00 - 01/08/2022 16:00","CTA|ES","35232.00","35542.75"
"01/08/2022 16:00 - 01/08/2022 17:00","CTA|ES","34916.00","35360.75"
"01/08/2022 17:00 - 01/08/2022 18:00","CTA|ES","34547.00","35214.25"
"01/08/2022 18:00 - 01/08/2022 19:00","CTA|ES","33973.00","34663.00"
"01/08/2022 19:00 - 01/08/2022 20:00","CTA|ES","33361.00","34109.00"
"01/08/2022 20:00 - 01/08/2022 21:00","CTA|ES","32940.00","33440.25"
"01/08/2022 21:00 - 01/08/2022 22:00","CTA|ES","33094.00","33334.25"
"01/08/2022 22:00 - 01/08/2022 23:00","CTA|ES","32212.00","32442.25"
"01/08/2022 23:00 - 02/08/2022 00:00","CTA|ES","30097.00","30397.75"
"02/08/2022 00:00 - 02/08/2022 01:00","CTA|ES","28485.00","28265.25"
"02/08/2022 01:00 - 02/08/2022 02:00","CTA|ES","26761.00","26706.00"
"02/08/2022 02:00 - 02/08/2022 03:00","CTA|ES","25513.00","25460.25"
"02/08/2022 03:00 - 02/08/2022 04:00","CTA|ES","24767.00","24678.50"
"02/08/2022 04:00 - 02/08/2022 05:00","CTA|ES","24573.00","24302.50"
"02/08/2022 05:00 - 02/08/2022 06:00","CTA|ES","24798.00","24554.75"
"02/08/2022 06:00 - 02/08/2022 07:00","CTA|ES","26474.00","26297.50"
"02/08/2022 07:00 - 02/08/2022 08:00","CTA|ES","27984.00","27806.25"
"02/08/2022 08:00 - 02/08/2022 09:00","CTA|ES","29418.00","29411.00"
"02/08/2022 09:00 - 02/08/2022 10:00","CTA|ES","31314.00","31229.50"
"02/08/2022 10:00 - 02/08/2022 11:00","CTA|ES","32845.00","32743.75"
"02/08/2022 11:00 - 02/08/2022 12:00","CTA|ES","33878.00","33917.00"
"02/08/2022 12:00 - 02/08/2022 13:00","CTA|ES","35060.00","34980.00"
"02/08/2022 13:00 - 02/08/2022 14:00","CTA|ES","35951.00","35899.50"
"02/08/2022 14:00 - 02/08/2022 15:00","CTA|ES","36119.00","36124.00"
"02/08/2022 15:00 - 02/08/2022 16:00","CTA|ES","35601.00","35755.50"
"02/08/2022 16:00 - 02/08/2022 17:00","CTA|ES","35455.00","35496.25"
"02/08/2022 17:00 - 02/08/2022 18:00","CTA|ES","35155.00","35168.25"
"02/08/2022 18:00 - 02/08/2022 19:00","CTA|ES","34342.00","34647.25"
"02/08/2022 19:00 - 02/08/2022 20:00","CTA|ES","33620.00","34175.00"
"02/08/2022 20:00 - 02/08/2022 21:00","CTA|ES","33120.00","33606.25"
"02/08/2022 21:00 - 02/08/2022 22:00","CTA|ES","33142.00","33519.75"
"02/08/2022 22:00 - 02/08/2022 23:00","CTA|ES","32229.00","32642.50"
"02/08/2022 23:00 - 03/08/2022 00:00","CTA|ES","30038.00","30394.75"
"03/08/2022 00:00 - 03/08/2022 01:00","CTA|ES","28785.00","28537.25"
"03/08/2022 01:00 - 03/08/2022 02:00","CTA|ES","27060.00","26911.00"
"03/08/2022 02:00 - 03/08/2022 03:00","CTA|ES","25755.00","25649.25"
"03/08/2022 03:00 - 03/08/2022 04:00","CTA|ES","24920.00","24863.75"
"03/08/2022 04:00 - 03/08/2022 05:00","CTA|ES","24558.00","24556.00"
"03/08/2022 05:00 - 03/08/2022 06:00","CTA|ES","24733.00","24778.75"
"03/08/2022 06:00 - 03/08/2022 07:00","CTA|ES","26413.00","26454.00"
"03/08/2022 07:00 - 03/08/2022 08:00","CTA|ES","27894.00","27921.75"
"03/08/2022 08:00 - 03/08/2022 09:00","CTA|ES","29113.00","29339.25"
"03/08/2022 09:00 - 03/08/2022 10:00","CTA|ES","30957.00","31148.00"
"03/08/2022 10:00 - 03/08/2022 11:00","CTA|ES","32507.00","32667.75"
"03/08/2022 11:00 - 03/08/2022 12:00","CTA|ES","33425.00","33773.25"
"03/08/2022 12:00 - 03/08/2022 13:00","CTA|ES","34622.00","34950.75"
"03/08/2022 13:00 - 03/08/2022 14:00","CTA|ES","35633.00","35903.75"
"03/08/2022 14:00 - 03/08/2022 15:00","CTA|ES","35777.00","36125.75"
"03/08/2022 15:00 - 03/08/2022 16:00","CTA|ES","35345.00","35657.25"
